Link,UPC Code,Breadcrumbs,table_data 1,table_data 2,table_data 3,table_data 4,table_data 5,table_data 6,table_data 7,table_data 8,table_data 9,table_data 10,table_data 11,table_data 12,table_data 13,table_data 14,table_data 15,table_data 16,table_data 17,table_data 18,table_data 19,table_data 20,table_data 21,table_data 22,table_data 23,table_data 24,table_data 25,table_data 26,table_data 27,table_data 28,table_data 29,table_data 30
https://timken-us.ptplace.com/productDetail/_pn=1207KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,2.43 in,Outside Diameter,4.33 in,Width,2.43 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=1207KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,2.43 in,Outside Diameter,4.33 in,Width,2.43 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=1215KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,2.93 in,Outside Diameter,5.11 in,Width,2.93 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=1215KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,2.93 in,Outside Diameter,5.11 in,Width,2.93 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=203KLLG3?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.62 in,Outside Diameter,1.57 in,Width,1.25 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=204NPP9?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.62 in,Width,1.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=205KDD11?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Concentric Collar| No-lock| plated,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER%208?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.5 in,Outside Diameter,1.85 in,Width,1.21 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER%208DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.5 in,Outside Diameter,1.85 in,Width,1.21 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER10?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.62 in,Outside Diameter,1.85 in,Width,1.21 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER12?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER12%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER12DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.24 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER14?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.87 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER14DD%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER15?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,0.93 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER16?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER16%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER16DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER18?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.12 in,Outside Diameter,2.44 in,Width,1.54 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER19?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.18 in,Outside Diameter,2.44 in,Width,1.54 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER19%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER20?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.25 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER20DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.25 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER22?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.37 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER22%20TDCF%20FS282?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Plated,Bore,1.37 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER22DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.37 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER23?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.43 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER23%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.43 in,Outside Diameter,2.83 in,Width,1.78 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER23-2?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.44 in,Outside Diameter,2.83 in,Width,1.69 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER24?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.5 in,Outside Diameter,3.14 in,Width,1.93 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER24DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.5 in,Outside Diameter,3.14 in,Width,1.93 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER24DD%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER27?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.68 in,Outside Diameter,3.34 in,Width,1.98 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER28?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.75 in,Outside Diameter,3.34 in,Width,1.98 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER28DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.75 in,Outside Diameter,3.34 in,Width,1.98 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER31?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,1.93 in,Outside Diameter,3.54 in,Width,2.03 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER32?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,2 in,Outside Diameter,3.93 in,Width,2.18 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER32%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER32DD?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,2 in,Outside Diameter,3.93 in,Width,2.18 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER32DD%20SGT?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER35?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,2.18 in,Outside Diameter,3.93 in,Width,2.18 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER39?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,2.43 in,Outside Diameter,4.33 in,Width,2.56 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER47?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,2.93 in,Outside Diameter,5.11 in,Width,3.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER51?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,3.18 in,Outside Diameter,5.51 in,Width,3.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER51KPP2?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,3.18 in,Outside Diameter,5.51 in,Width,3.06 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=ER55?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Set Screw Collar| Standard Duty,Bore,3.43 in,Outside Diameter,5.9 in,Width,3.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1008KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.5 in,Outside Diameter,1.57 in,Width,1.09 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1008KRRB%20%20TDCF?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Plated,Bore,0.5 in,Outside Diameter,1.57 in,Width,1.46 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1010KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.62 in,Outside Diameter,1.57 in,Width,1.09 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1010KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.62 in,Outside Diameter,1.57 in,Width,1.09 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1010KRRB%20TDCF?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Plated,Bore,0.62 in,Outside Diameter,1.57 in,Width,1.46 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1011KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.68 in,Outside Diameter,1.57 in,Width,1.09 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1012KLLB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.34 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1012KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.34 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1012KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.34 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1012KRRB%20TDCF?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Plated,Bore,0.75 in,Outside Diameter,1.85 in,Width,1.71 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1014KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.87 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1014KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.87 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1015KLL?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.93 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1015KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.93 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1015KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,0.93 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KLL?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KLL%20%2B%20COL%20FS171?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KLLB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KPP3?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KPPB3?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KRR?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KRRB?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KRRB%20TDCF?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Plated,Bore,1 in,Outside Diameter,2.04 in,Width,1.75 in,,,,,,,,,,,,,,,,,,,,,,,,
https://timken-us.ptplace.com/productDetail/_pn=G1100KRRB5?reference=PartSearchListLink,,Timken Product Catalog| Housed Units| Ball Bearings Inserts| Wide Inner Ring Ball Bearing with Eccentric Collar| Standard Duty,Bore,1 in,Outside Diameter,2.04 in,Width,1.37 in,,,,,,,,,,,,,,,,,,,,,,,,
